direction,entry_cutoff,tp_spec,sl_spec,n_trades,total_fact_log_return,avg_fact_log_return,compounded_return_pct,win_rate,avg_hold_minutes
long,0.98,0.75x_bucket_mean,1.0x_tp,393,-0.026605708753746734,-6.769900446245988e-05,-2.6254894986654342,0.49872773536895676,14.033078880407125
long,0.99,0.75x_bucket_mean,1.0x_tp,210,0.21683149605951305,0.0010325309336167289,24.21347798974196,0.5380952380952381,9.642857142857142
long,0.9,0.75x_bucket_mean,1.5x_tp,1249,0.32694172089746903,0.00026176278694753325,38.67206579898812,0.5604483586869495,34.60528422738191
long,0.92,0.75x_bucket_mean,1.5x_tp,1061,0.04828586772141599,4.550977165072195e-05,4.9470622222468785,0.5485391140433553,32.66918001885014
long,0.94,0.75x_bucket_mean,1.5x_tp,802,-0.054146934608931135,-6.751488105851762e-05,-5.270709383733518,0.5498753117206983,29.364089775561098
long,0.95,0.75x_bucket_mean,1.5x_tp,679,-0.11033086573028067,-0.00016249022935240157,-10.446221648982835,0.5537555228276878,27.742268041237114
long,0.96,0.75x_bucket_mean,1.5x_tp,578,-0.02594121864993837,-4.488100112446085e-05,-2.5607635975953835,0.5674740484429066,25.653979238754324
long,0.97,0.75x_bucket_mean,1.5x_tp,477,0.37205112846107835,0.0007799814013859085,45.0707151821178,0.5953878406708596,23.844863731656183
long,0.98,0.75x_bucket_mean,1.5x_tp,328,0.3357014418991057,0.0010234800057899564,39.89213031693686,0.6097560975609756,20.448170731707318
long,0.99,0.75x_bucket_mean,1.5x_tp,187,0.24336143072707675,0.0013013980252784853,27.552955639087283,0.6310160427807486,13.13903743315508
long,0.9,0.75x_bucket_mean,2.0x_tp,1151,0.09912631821684914,8.612190983218866e-05,10.420577205389847,0.5725456125108601,37.741963509991315
long,0.92,0.75x_bucket_mean,2.0x_tp,968,-0.24621199051564724,-0.0002543512298715364,-21.824351760163808,0.5588842975206612,36.25
long,0.94,0.75x_bucket_mean,2.0x_tp,720,-0.3573572895229459,-0.0004963295687818693,-30.047747898758402,0.5625,33.418055555555554
long,0.95,0.75x_bucket_mean,2.0x_tp,613,-0.21217736194538173,-0.0003461294648374906,-19.11787692628516,0.5742251223491027,31.853181076672104
long,0.96,0.75x_bucket_mean,2.0x_tp,521,-0.032470661120300844,-6.232372575873483e-05,-3.1949149057865944,0.5969289827255279,29.32629558541267
long,0.97,0.75x_bucket_mean,2.0x_tp,431,0.18728819578945502,0.0004345433777017518,20.597479182971835,0.6218097447795824,27.515081206496518
long,0.98,0.75x_bucket_mean,2.0x_tp,302,0.11382812863117214,0.0003769143332158018,12.055951623476279,0.6357615894039735,24.125827814569536
long,0.99,0.75x_bucket_mean,2.0x_tp,167,0.1454537332545583,0.0008709804386500497,15.656422288180538,0.6586826347305389,16.526946107784433
long,0.9,0.50x_bucket_mean,none,1164,0.24152678009687872,0.00020749723376020508,27.319155065405297,0.6391752577319587,35.579896907216494
long,0.92,0.50x_bucket_mean,none,954,0.0068007240907675065,7.128641604578099e-06,0.6823901526171294,0.6247379454926625,34.88993710691824
long,0.94,0.50x_bucket_mean,none,690,0.1348057579930453,0.00019537066375803667,14.431448881955266,0.6405797101449275,33.30434782608695
long,0.95,0.50x_bucket_mean,none,570,0.13562543914463956,0.0002379393669204203,14.525284636199132,0.6491228070175439,32.291228070175436
long,0.96,0.50x_bucket_mean,none,480,0.3776279747450669,0.000786724947385556,45.88201239823626,0.6916666666666667,29.875
long,0.97,0.50x_bucket_mean,none,383,0.29967169997098836,0.0007824326369999696,34.941572162685894,0.7127937336814621,28.699738903394255
long,0.98,0.50x_bucket_mean,none,256,0.2621403943285963,0.0010239859153460794,29.970900139360147,0.75,26.40234375
long,0.99,0.50x_bucket_mean,none,134,0.32455859625903344,0.0024220790765599512,38.34198644865383,0.8059701492537313,19.313432835820894
long,0.9,0.50x_bucket_mean,0.5x_tp,3627,-0.14305314113315823,-3.9441174836823334e-05,-13.329199017407522,0.3327819134270747,7.347394540942928
long,0.92,0.50x_bucket_mean,0.5x_tp,2952,-0.26433886480624297,-8.95456859099739e-05,-23.22866554600356,0.328929539295393,6.611788617886178
long,0.94,0.50x_bucket_mean,0.5x_tp,2237,-0.08355205205354975,-3.7350045620719604e-05,-8.015679430270461,0.33080017881090745,5.598569512740277
long,0.95,0.50x_bucket_mean,0.5x_tp,1875,0.0321721532740203,1.715848174614416e-05,3.2695271875249565,0.3344,5.08
long,0.96,0.50x_bucket_mean,0.5x_tp,1499,0.20239476993730174,0.0001350198598647777,22.433124188959553,0.342895263509006,4.908605737158106
long,0.97,0.50x_bucket_mean,0.5x_tp,1139,0.13798564557424747,0.00012114630866922517,14.795907186264579,0.3424056189640035,4.4126426690079015
long,0.98,0.50x_bucket_mean,0.5x_tp,761,0.17022261666328142,0.0002236828077047062,18.556874930429213,0.3495400788436268,3.5492772667542707
long,0.99,0.50x_bucket_mean,0.5x_tp,365,0.14261894909626283,0.0003907368468390762,15.329025563244226,0.36164383561643837,2.8109589041095893
long,0.9,0.50x_bucket_mean,1.0x_tp,2438,-0.173579660859351,-7.119756392918417e-05,-15.934981842138873,0.4967186218211649,14.321985233798195
long,0.92,0.50x_bucket_mean,1.0x_tp,2016,-0.37913681316581976,-0.00018806389541955345,-31.554803577982238,0.49007936507936506,13.265376984126984
long,0.94,0.50x_bucket_mean,1.0x_tp,1545,-0.2596146467186533,-0.0001680353700444358,-22.865122968092024,0.4912621359223301,11.173462783171521
long,0.95,0.50x_bucket_mean,1.0x_tp,1307,-0.21152831270747924,-0.00016184262640204993,-19.06536340585754,0.4904361132364193,9.885998469778118
long,0.96,0.50x_bucket_mean,1.0x_tp,1065,0.05953731259119558,5.590357989783623e-05,6.13453617863291,0.5014084507042254,9.220657276995306
long,0.97,0.50x_bucket_mean,1.0x_tp,846,0.1759695156618268,0.00020800179156244304,19.240170851969673,0.5106382978723404,8.354609929078014
long,0.98,0.50x_bucket_mean,1.0x_tp,571,0.004051432330250579,7.095328073994009e-06,0.40596504768874997,0.500875656742557,6.6532399299474605
long,0.99,0.50x_bucket_mean,1.0x_tp,288,0.14721956035743258,0.0005111790290188631,15.860831956229537,0.5277777777777778,4.475694444444445
long,0.9,0.50x_bucket_mean,1.5x_tp,1940,-0.005436832569103637,-2.802491015001875e-06,-0.5422079743235053,0.5814432989690722,20.225257731958763
long,0.92,0.50x_bucket_mean,1.5x_tp,1638,-0.3943897666154759,-0.00024077519329394136,-32.59087332410788,0.5683760683760684,18.824175824175825
long,0.94,0.50x_bucket_mean,1.5x_tp,1254,-0.34032534151590704,-0.0002713918193906755,-28.846120800784735,0.569377990430622,16.078149920255182
long,0.95,0.50x_bucket_mean,1.5x_tp,1073,-0.2348543910378659,-0.00021887641289642675,-20.931402778912013,0.5740913327120224,14.567567567567568
long,0.96,0.50x_bucket_mean,1.5x_tp,884,-0.014480979903890695,-1.638119898630169e-05,-1.4376634794764254,0.584841628959276,13.402714932126697
